Date,index_value
2014-01-02,1.0
2014-01-03,0.9952962167353622
2014-01-06,0.9932910183997354
2014-01-07,1.0018590114104644
2014-01-08,1.0075198268836714
2014-01-09,1.004015288526659
2014-01-10,1.010709611401094
2014-01-13,0.99339689329384
2014-01-14,1.0219884746272867
2014-01-15,1.0274294373796458
2014-01-16,1.0286821836402178
2014-01-17,1.024242308300654
2014-01-21,1.033397840035952
2014-01-22,1.032954174285699
2014-01-23,1.03184820598272
2014-01-24,1.005516461018783
2014-01-27,0.9967992349119873
2014-01-28,1.0067766590639997
2014-01-29,0.9952962823979007
2014-01-30,1.0162001911053378
2014-01-31,1.0079080746092222
2014-02-03,0.9852957166110105
2014-02-04,0.9944602032984147
2014-02-05,0.9901875237885504
2014-02-06,1.0035094282483272
2014-02-07,1.0251698108086535
2014-02-10,1.0345591350535337
2014-02-11,1.047466125348585
2014-02-12,1.049089171372664
2014-02-13,1.0605629475212879
2014-02-14,1.0597914975249636
2014-02-18,1.0653023526280878
2014-02-19,1.0568569177669476
2014-02-20,1.0678181328880856
2014-02-21,1.0665774973560838
2014-02-24,1.0766426409559522
2014-02-25,1.0805711507738538
2014-02-26,1.0826301848753759
2014-02-27,1.0852682721484486
2014-02-28,1.0803982464843453
2014-03-03,1.076718568887702
2014-03-04,1.0935388965290567
2014-03-05,1.0955050155847845
2014-03-06,1.0921623431371408
2014-03-07,1.0893011419342271
2014-03-10,1.087338596796583
2014-03-11,1.082567771499665
2014-03-12,1.0906245436495665
2014-03-13,1.0730777706661458
2014-03-14,1.0640039100192626
2014-03-17,1.072096638617766
2014-03-18,1.0854980785722859
2014-03-19,1.0804371795263878
2014-03-20,1.0867449169602503
2014-03-21,1.0712747280013801
2014-03-24,1.0558857018635015
2014-03-25,1.0600096628687221
2014-03-26,1.0441670173449105
2014-03-27,1.038447060139966
2014-03-28,1.0385109315644794
2014-03-31,1.0473111228174636
2014-04-01,1.0713302423351463
2014-04-02,1.0768044133004755
2014-04-03,1.0684036047944911
2014-04-04,1.0359850924381817
2014-04-07,1.027180386463137
2014-04-08,1.0368551236881032
2014-04-09,1.0528063189688652
2014-04-10,1.0181374619260462
2014-04-11,1.003021905140364
2014-04-14,1.0091614680723786
2014-04-15,1.0120111765521491
2014-04-16,1.02410873197078
2014-04-17,1.0282597618219713
2014-04-21,1.042183352676878
2014-04-22,1.0592270011941989
2014-04-23,1.0453893311024507
2014-04-24,1.050741755254846
2014-04-25,1.0253919861090401
2014-04-28,1.021602461241864
2014-04-29,1.0332526598292051
2014-04-30,1.0406038052321096
2014-05-01,1.0455860086312272
2014-05-02,1.0423644905126017
2014-05-05,1.0494457366835777
2014-05-06,1.0333463252133497
2014-05-07,1.0307702646151509
2014-05-08,1.026010391619926
2014-05-09,1.0293844030744743
2014-05-12,1.0488922682630222
2014-05-13,1.0481527939363529
2014-05-14,1.0433034806599903
2014-05-15,1.0325361450958712
2014-05-16,1.0428083765927922
2014-05-19,1.0551436846816364
2014-05-20,1.0484270645198601
2014-05-21,1.0601416939487776
2014-05-22,1.0658517576219284
2014-05-23,1.074224535471624
2014-05-27,1.0893586024131106
2014-05-28,1.0871006004341663
2014-05-29,1.093904942669421
2014-05-30,1.0936751455220326
2014-06-02,1.094041393258737
2014-06-03,1.0944784210379248
2014-06-04,1.0972111898303256
2014-06-05,1.1040054319736254
2014-06-06,1.1089364811401652
2014-06-09,1.1066571431685488
2014-06-10,1.1096921835649571
2014-06-11,1.1145519890537494
2014-06-12,1.1077544945072468
2014-06-13,1.1118795249466205
2014-06-16,1.1177901783737278
2014-06-17,1.1200803021702723
2014-06-18,1.1258627093135467
2014-06-19,1.1221811395407721
2014-06-20,1.120292636510304
2014-06-23,1.12040657411386
2014-06-24,1.129300840020668
2014-06-25,1.1360811074135257
2014-06-26,1.1362023224923945
2014-06-27,1.1394225880850193
2014-06-30,1.1435605451327837
2014-07-01,1.1616319314889116
2014-07-02,1.1611527512333908
2014-07-03,1.1673524518742917
2014-07-07,1.1584365102015175
2014-07-08,1.1485613724808914
2014-07-09,1.1582737984513451
2014-07-10,1.1545875907857792
2014-07-11,1.1609113772764077
2014-07-14,1.172925155875223
2014-07-15,1.166502502137166
2014-07-16,1.1726973367921696
2014-07-17,1.1548883204085274
2014-07-18,1.1655961798735257
2014-07-21,1.1661904918397357
2014-07-22,1.1709947351151697
2014-07-23,1.1773397082018755
2014-07-24,1.176327919926293
2014-07-25,1.1674739853352305
2014-07-28,1.1651954782129559
2014-07-29,1.1635599018262537
2014-07-30,1.169940678221414
2014-07-31,1.1468555839740706
2014-08-01,1.1483699300491084
2014-08-04,1.1576427629707724
2014-08-05,1.1508876478106456
2014-08-06,1.1549440314515722
2014-08-07,1.1492095635898483
2014-08-08,1.1592743930274783
2014-08-11,1.1691519157856753
2014-08-12,1.1670202051339418
2014-08-13,1.179563090172157
2014-08-14,1.1840544458985478
2014-08-15,1.1896335245952292
2014-08-18,1.1999731670672082
2014-08-19,1.2055282577039133
2014-08-20,1.2069050266516217
2014-08-21,1.2069978969837267
2014-08-22,1.2073817803488358
2014-08-25,1.2123840276992224
2014-08-26,1.214825806827377
2014-08-27,1.212905513112569
2014-08-28,1.211581175858263
2014-08-29,1.2201464387251277
2014-09-02,1.2253436929470212
2014-09-03,1.2236682906331362
2014-09-04,1.2228610103885948
2014-09-05,1.229343726672684
2014-09-08,1.231675191349392
2014-09-09,1.2209855149890954
2014-09-10,1.23004752350209
2014-09-11,1.2281529486261722
2014-09-12,1.2169924275957016
2014-09-15,1.199215389957062
